gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Male,7.57,76.53,Yes,2,Medium,60,44,3,Yes,0
Male,5.7,79.65,Yes,3,Low,45,74,1,No,0
Male,5.53,66.69,No,5,High,79,81,1,No,1
Female,9.75,78.1,Yes,2,Medium,42,98,1,Yes,1
Male,8.33,80.43,Yes,4,Low,88,60,3,Yes,0
Male,7.07,81.27,Yes,2,High,53,75,0,Yes,1
Female,7.52,92.8,Yes,5,High,59,58,0,Yes,1
Female,6.65,80.69,Yes,1,Medium,53,62,3,Yes,0
Female,6.98,69.23,Yes,2,High,41,44,2,Yes,0
Female,8.29,86.53,Yes,2,High,64,72,2,Yes,1
Female,9.3,91.89,No,1,Low,43,43,1,No,0
Female,6.29,72.77,No,5,High,80,72,3,Yes,0
Male,9.11,85.81,No,4,Medium,94,86,1,Yes,1
Female,6.02,65.88,No,4,Medium,87,74,0,Yes,0
Male,6.42,73.68,No,3,High,94,98,3,No,0
Male,5.66,96.37,Yes,4,High,72,81,3,Yes,1
Male,6.11,96.45,Yes,4,Medium,41,65,0,Yes,0
Female,9.44,83.01,Yes,2,Medium,62,76,1,Yes,1
Male,7.48,88.09,Yes,3,Medium,83,61,0,Yes,0
Female,5.83,94.16,Yes,4,Low,87,50,1,No,0
Female,9.63,98.34,No,2,High,60,88,1,Yes,1
Male,9.28,79.6,Yes,3,High,94,65,1,Yes,1
Female,8.75,82.46,Yes,2,High,54,80,1,Yes,1
Male,9.51,76.63,No,1,Medium,90,52,1,Yes,0
Male,6.45,62.88,Yes,5,Low,63,53,1,Yes,0
Female,9.1,76.91,No,5,High,59,80,1,Yes,1
Male,8.47,91.63,Yes,5,Medium,95,88,2,Yes,1
Male,9.24,92.2,Yes,4,Low,77,46,0,Yes,1
Male,8.93,95.7,No,5,High,64,55,0,Yes,1
Female,6.99,62.06,No,5,High,61,59,1,Yes,0
Male,8.83,81.09,Yes,3,Medium,91,84,0,Yes,1
Female,6.63,64.3,Yes,3,Low,90,85,2,Yes,0
Female,6.91,68.03,No,3,Low,86,89,0,Yes,0
Male,5.96,96.01,Yes,4,Medium,43,99,2,No,0
Male,9.52,79.87,No,5,Medium,55,82,2,Yes,0
Female,6.75,90.34,No,4,High,82,66,1,Yes,0
Female,7.74,62.58,Yes,4,High,46,73,0,Yes,1
Male,7.18,76.67,No,4,Medium,63,61,0,Yes,0
Male,9.63,86.97,No,4,Medium,73,77,2,No,0
Female,6.94,65.34,Yes,4,High,96,76,1,Yes,1
Female,8.85,73.03,No,4,High,78,42,1,Yes,1
Female,9.18,62.58,No,5,High,94,66,2,No,0
Female,7.37,86.05,Yes,3,High,68,46,3,No,0
Female,7.13,98.84,No,2,Low,83,74,3,Yes,0
Male,8.72,93.08,Yes,2,High,65,84,0,Yes,1
Female,9.43,98.98,Yes,2,Low,53,98,1,Yes,1
Female,8.75,93.82,No,1,High,86,62,2,No,0
Male,6.48,94.21,Yes,3,High,59,41,3,No,0
Male,9.32,83.09,No,5,Medium,46,63,1,No,0
Female,7.17,80.73,Yes,4,Medium,57,41,3,Yes,0
Female,7.98,76.25,Yes,2,Low,82,89,2,No,1
Male,9.08,92.72,No,3,Low,49,75,1,Yes,0
Female,6.31,67.28,No,5,High,85,97,1,Yes,1
Female,8.87,62.25,No,2,Medium,69,56,3,Yes,0
Male,8.06,97.92,No,3,Medium,42,50,1,Yes,0
Female,9.34,60.15,Yes,5,High,89,46,1,Yes,1
Male,6.24,99.07,No,3,Low,83,41,2,Yes,0
Male,7.31,89.15,Yes,4,High,92,54,3,Yes,0
Male,9.08,73.14,Yes,3,Medium,40,85,1,No,1
Male,5.58,87.91,Yes,3,Low,69,70,0,Yes,0
Female,5.98,92.72,No,1,High,84,85,0,No,1
Male,9.76,69.81,Yes,4,Medium,41,45,0,Yes,1
Female,6.71,90.84,Yes,3,Low,54,76,1,Yes,1
Female,9.69,92.17,Yes,4,Medium,50,85,0,No,1
Female,6.28,69.97,Yes,3,High,71,92,1,Yes,1
Female,7.05,61.68,No,4,Low,45,68,1,Yes,0
Female,8.74,68.16,Yes,5,Medium,45,43,2,No,0
Male,8.33,68.03,Yes,2,High,67,85,0,No,1
Male,8.0,62.61,Yes,1,High,95,76,2,Yes,1
Male,7.78,89.04,Yes,2,High,96,51,3,No,1
Male,9.13,75.2,Yes,3,Medium,64,66,3,Yes,0
Female,6.51,95.38,Yes,3,Medium,62,64,1,Yes,0
Male,7.4,70.09,Yes,5,High,51,84,1,No,1
Female,6.17,78.13,Yes,3,Low,87,51,2,Yes,0
Female,8.06,85.56,No,4,Medium,87,99,1,Yes,1
Male,6.58,95.1,No,2,High,49,56,3,Yes,0
Male,6.94,80.98,Yes,3,High,56,89,2,Yes,1
Male,7.53,74.94,Yes,5,Low,91,51,0,Yes,1
Male,5.62,94.68,No,1,Medium,94,70,3,Yes,0
Female,5.9,72.41,Yes,2,Medium,41,94,1,No,1
Female,8.45,63.18,Yes,5,High,99,48,1,No,1
Male,7.34,77.8,Yes,5,High,96,58,2,Yes,0
Female,9.22,91.4,No,2,Low,84,93,1,No,1
Female,8.49,61.23,No,5,Low,56,68,3,Yes,0
Female,5.53,83.44,Yes,1,Medium,48,92,0,No,1
Male,8.15,83.78,Yes,1,High,86,64,0,Yes,1
Female,5.9,97.14,Yes,3,High,46,54,0,No,1
Male,8.86,71.46,Yes,4,Medium,52,48,1,Yes,1
Male,9.76,71.15,Yes,3,High,49,52,2,Yes,1
Female,7.78,77.62,No,4,Medium,61,86,0,No,1
Female,8.44,74.28,Yes,2,Medium,67,83,0,Yes,1
Male,6.52,89.45,Yes,5,Low,94,81,1,Yes,1
Female,7.38,85.67,Yes,3,High,89,42,2,Yes,0
Female,9.18,90.36,Yes,5,Medium,81,97,2,Yes,1
Male,6.22,92.8,No,3,Medium,99,49,0,Yes,0
Male,6.64,96.92,Yes,3,Low,89,57,3,Yes,0
Male,7.42,77.24,Yes,1,Medium,53,49,2,Yes,0
Male,8.56,99.39,Yes,4,Low,58,75,0,Yes,1
Female,7.12,68.63,Yes,2,Medium,93,99,3,Yes,0
Female,9.49,88.57,No,5,High,40,67,1,Yes,1
Male,5.91,81.36,Yes,3,Low,66,96,0,No,1
Male,7.09,92.68,Yes,5,Medium,43,42,1,Yes,0
Male,8.55,79.07,Yes,1,Low,95,59,0,Yes,1
Female,6.47,91.36,No,2,High,63,57,1,Yes,0
Male,8.32,97.21,No,4,Medium,53,88,1,Yes,1
Female,6.21,89.29,No,4,Low,76,76,3,Yes,0
Male,5.74,91.04,Yes,3,High,62,59,2,Yes,0
Male,6.02,62.69,No,2,High,44,49,3,No,0
Male,9.5,68.2,Yes,4,High,59,73,0,Yes,1
Female,7.87,98.97,Yes,2,Low,61,61,1,Yes,1
Female,8.92,87.73,No,5,Medium,85,60,0,Yes,0
Female,6.93,82.46,Yes,1,High,79,72,1,Yes,1
Male,8.05,74.68,Yes,2,High,83,55,0,Yes,1
Female,7.63,61.78,Yes,2,High,97,81,2,Yes,1
Female,9.57,74.77,Yes,4,Medium,88,74,0,Yes,1
Male,8.71,79.96,Yes,3,High,74,75,0,Yes,1
Male,8.64,68.46,No,3,High,75,40,0,No,1
Female,5.7,66.93,Yes,5,Low,44,99,3,No,0
Female,7.86,80.34,No,4,Medium,72,51,0,Yes,0
Female,7.51,83.44,No,4,High,96,52,3,Yes,0
Female,9.49,69.6,Yes,1,Low,63,98,3,Yes,1
Male,6.61,83.5,Yes,3,Low,73,47,3,Yes,0
Male,6.66,96.01,No,4,Medium,76,90,3,No,0
Male,7.27,78.93,No,5,High,64,70,1,No,0
Female,6.55,94.3,Yes,1,High,90,44,2,Yes,0
Female,6.06,97.09,Yes,3,Medium,76,83,1,No,1
Male,9.19,63.7,No,3,High,64,90,0,Yes,1
Male,7.9,63.83,Yes,3,Medium,61,75,0,Yes,1
Female,9.2,79.04,No,1,High,84,86,1,Yes,1
Female,9.07,83.52,Yes,5,Low,44,64,0,Yes,1
Male,6.71,77.04,No,5,High,47,84,3,Yes,0
Male,7.86,73.06,Yes,4,Low,92,52,2,Yes,0
Male,5.86,85.64,No,4,Low,80,74,0,No,0
Female,9.44,60.08,No,3,Low,86,71,3,No,0
Female,7.24,98.72,Yes,2,Medium,66,47,2,Yes,0
Female,7.19,69.28,No,4,High,74,61,0,Yes,0
Female,6.8,96.68,Yes,5,Medium,40,45,2,Yes,0
Female,7.48,64.36,Yes,3,Low,59,88,1,Yes,1
Female,6.58,69.52,No,5,High,46,99,1,Yes,1
Male,7.11,69.39,Yes,3,Low,84,50,0,Yes,0
Male,8.94,99.85,Yes,1,High,42,46,0,Yes,1
Female,9.09,60.18,Yes,4,High,81,54,1,Yes,1
Male,6.81,85.59,Yes,1,Medium,95,43,2,No,0
Female,7.52,94.79,No,4,Low,89,79,3,Yes,0
Male,9.26,86.89,Yes,5,Medium,87,96,1,Yes,1
Female,5.73,74.51,Yes,5,High,48,73,0,Yes,1
Male,9.32,98.33,Yes,2,Medium,86,95,1,Yes,1
Male,6.44,95.74,Yes,5,Low,53,82,1,Yes,1
Female,8.42,77.36,Yes,3,High,58,79,0,Yes,1
Female,8.0,82.93,No,2,Medium,66,61,3,Yes,0
Male,7.88,98.7,Yes,3,Low,45,69,0,Yes,1
Male,9.2,99.3,Yes,2,High,46,58,0,Yes,1
Female,5.94,77.99,No,3,High,76,76,1,Yes,1
Male,6.99,93.89,Yes,2,Medium,65,89,3,No,0
Female,7.81,72.08,Yes,4,Low,52,77,2,Yes,1
Female,8.99,74.87,No,4,Medium,76,69,1,No,0
Male,6.43,66.59,Yes,2,Medium,85,71,2,Yes,0
Female,8.95,68.37,Yes,1,Low,72,58,2,No,0
Male,7.22,86.27,Yes,2,High,91,91,2,No,1
Male,6.31,80.43,Yes,1,High,72,64,0,No,1
Female,8.76,69.25,Yes,3,Medium,80,97,3,No,1
Male,5.89,76.12,No,2,High,48,76,0,Yes,1
Female,7.71,74.93,Yes,1,Low,54,84,3,Yes,1
Female,5.77,99.49,No,2,Medium,44,62,0,Yes,0
Female,7.03,94.14,No,4,Low,92,51,2,Yes,0
Male,8.08,75.52,No,4,Low,68,48,2,Yes,0
Female,7.89,96.56,Yes,2,Medium,92,76,2,Yes,1
Male,7.24,73.71,Yes,2,High,46,56,1,No,1
Female,7.34,86.72,Yes,5,Medium,70,89,2,Yes,0
Female,6.48,98.67,No,4,Medium,93,74,0,No,0
Female,7.46,75.61,Yes,3,Low,73,90,1,Yes,1
Male,9.6,87.2,No,2,High,50,86,2,Yes,1
Male,9.16,71.84,Yes,5,Medium,81,88,3,No,1
Female,6.12,70.65,No,2,Low,58,80,0,Yes,0
Female,5.63,82.97,Yes,4,Low,44,69,2,No,0
Male,9.51,99.17,No,1,Low,62,96,0,Yes,1
Male,7.77,78.13,Yes,1,Medium,86,99,0,Yes,1
Male,7.81,97.51,No,4,Low,41,43,0,No,0
Female,8.86,96.57,Yes,3,High,82,80,2,Yes,1
Male,6.85,70.15,No,5,High,43,43,0,Yes,0
Female,7.57,76.07,No,2,Low,56,63,2,No,0
Male,9.67,85.73,Yes,2,Medium,94,42,0,Yes,1
Female,8.39,80.72,Yes,2,Medium,70,48,3,Yes,0
Female,6.16,63.84,Yes,5,High,98,50,2,Yes,0
Female,6.07,99.75,Yes,5,Low,69,71,3,No,0
Male,6.38,90.11,No,4,Medium,41,82,1,Yes,0
Male,8.8,77.51,Yes,5,Medium,63,91,3,Yes,1
Male,6.77,84.73,Yes,2,Medium,49,79,3,Yes,0
Female,5.59,63.5,No,2,Low,67,68,0,No,0
Female,9.56,79.81,Yes,5,Low,82,73,2,Yes,0
Male,6.23,97.23,No,5,Low,71,87,2,No,0
Female,5.54,95.86,Yes,4,Low,72,94,2,Yes,0
Female,6.52,73.5,Yes,1,Low,57,73,0,Yes,0
Female,6.51,81.25,Yes,5,Medium,63,60,1,Yes,0
Male,7.31,87.9,Yes,1,Medium,76,64,3,Yes,0
Female,9.46,73.6,Yes,3,Medium,69,60,3,Yes,0
Male,9.28,62.6,Yes,1,Low,44,59,0,No,1
Male,7.46,80.22,Yes,5,Low,98,63,0,No,0
Male,7.27,84.07,Yes,2,High,62,44,1,Yes,1
Male,7.89,60.23,Yes,2,Low,69,80,3,Yes,1
Male,6.55,63.82,Yes,5,High,43,96,1,Yes,1
Female,5.72,68.29,No,4,High,80,41,1,Yes,0
Male,9.54,73.92,No,5,Low,90,97,0,Yes,1
Male,6.3,81.64,No,5,High,63,48,1,Yes,0
Male,6.35,71.75,No,4,Medium,42,82,3,Yes,0
Female,7.53,71.05,No,4,Medium,54,47,1,Yes,0
Female,7.61,94.77,Yes,3,High,95,71,3,No,1
Female,5.58,65.8,Yes,3,Medium,85,97,1,Yes,1
Female,6.14,79.82,Yes,3,High,40,46,0,Yes,1
Male,7.13,98.11,No,4,Medium,49,77,3,Yes,0
Male,8.44,85.0,No,1,High,84,59,3,No,0
Female,6.48,88.69,Yes,5,Medium,65,98,1,No,1
Female,7.32,77.25,Yes,3,Low,94,86,3,Yes,0
Female,7.9,60.8,No,1,Low,51,54,0,Yes,0
Female,9.32,85.85,Yes,5,High,40,78,1,Yes,1
Male,6.9,85.28,Yes,1,Low,41,67,1,No,0
Female,6.07,64.42,Yes,2,Medium,98,70,2,Yes,0
Female,7.6,78.49,No,2,Medium,50,99,2,No,0
Female,8.71,96.61,Yes,5,Low,51,61,3,Yes,0
Female,5.97,68.2,Yes,1,Low,67,79,0,Yes,1
Female,7.33,78.44,Yes,1,Low,72,88,2,Yes,0
Female,5.58,78.44,Yes,4,Medium,81,90,2,Yes,0
Female,5.64,92.43,Yes,3,High,42,63,2,Yes,0
Male,7.58,92.98,Yes,5,Medium,80,73,0,Yes,1
Male,6.78,90.37,Yes,1,Medium,88,48,1,Yes,0
Male,9.13,74.62,Yes,3,Medium,58,41,0,No,1
Male,8.09,62.88,Yes,5,High,57,84,2,Yes,1
Male,7.45,73.98,Yes,1,Medium,76,64,0,Yes,0
Male,7.25,87.19,No,2,Low,67,51,3,Yes,0
Female,7.64,88.11,Yes,1,Medium,70,94,0,Yes,1
Female,5.67,98.6,Yes,2,High,46,43,3,Yes,0
Male,9.34,78.15,No,2,High,86,90,0,Yes,1
Female,9.79,85.3,Yes,4,High,77,79,3,No,1
Male,6.28,81.57,Yes,4,Low,97,97,1,Yes,1
Female,6.02,66.02,Yes,3,High,44,52,1,Yes,1
Female,6.12,78.45,No,5,Low,58,68,2,No,0
Female,8.34,81.79,No,3,Low,52,71,3,No,0
Female,8.34,98.03,Yes,4,Medium,78,66,1,No,1
Female,9.15,74.66,No,3,Low,67,69,3,No,0
Female,8.73,99.2,Yes,5,Medium,96,85,2,No,1
Male,7.43,81.69,No,5,High,41,78,1,Yes,1
Male,8.14,69.7,Yes,1,High,45,97,2,Yes,1
Female,8.46,67.67,No,3,Medium,54,99,3,Yes,0
Male,7.7,65.67,Yes,4,Medium,67,40,0,Yes,1
Female,7.55,78.12,Yes,1,High,76,50,2,Yes,1
Male,8.27,60.88,Yes,3,Medium,64,62,1,Yes,1
Female,7.9,77.8,No,5,High,95,88,2,Yes,1
Male,8.27,99.54,No,4,High,71,56,1,No,1
Female,8.14,86.8,Yes,3,Low,96,54,0,Yes,1
Male,8.59,90.39,No,5,Low,94,66,0,Yes,0
Female,8.26,64.76,No,5,Medium,76,92,1,No,1
Male,7.73,78.92,No,3,High,75,49,2,Yes,0
Female,8.43,71.45,Yes,3,High,69,55,0,Yes,1
Female,7.43,95.76,Yes,4,Medium,84,76,2,No,0
Female,6.54,67.25,Yes,1,Low,63,67,0,No,0
Male,5.51,78.35,Yes,5,Low,57,41,0,No,0
Male,7.91,83.52,No,1,High,40,78,2,Yes,1
Male,8.04,80.56,No,1,Medium,42,74,1,No,0
Female,9.68,93.21,No,5,Medium,46,54,1,Yes,0
Male,7.05,69.26,Yes,3,High,72,98,1,No,1
Female,7.19,75.1,No,5,High,60,50,1,Yes,0
Male,6.37,91.68,Yes,1,Medium,53,72,2,Yes,0
Male,5.8,81.12,No,4,Medium,86,94,3,No,0
Male,8.82,76.08,Yes,5,High,87,55,2,No,1
Male,6.57,61.18,No,4,Medium,76,50,3,Yes,0
Female,8.12,90.14,No,3,Medium,42,59,0,Yes,0
Male,8.46,98.89,No,3,Low,98,91,0,Yes,1
Male,7.53,84.81,Yes,4,High,88,58,3,No,1
Female,9.27,94.26,Yes,4,High,76,78,0,No,1
Female,7.41,80.68,Yes,5,High,95,89,2,No,1
Male,6.73,69.27,Yes,3,Medium,64,62,3,No,0
Male,9.35,60.58,No,4,Medium,99,99,0,Yes,1
Female,9.2,86.14,No,2,Low,93,49,2,Yes,0
Female,6.21,79.72,Yes,5,Medium,72,47,3,No,0
Female,5.61,91.28,Yes,5,Medium,52,41,2,Yes,0
Male,5.89,87.79,No,2,High,92,95,3,Yes,0
Male,6.73,99.52,Yes,3,Low,89,46,2,No,0
Male,9.68,80.41,Yes,4,Medium,72,65,0,Yes,1
Female,7.9,77.09,No,4,Medium,68,79,3,Yes,0
Female,7.11,71.47,No,3,Low,58,58,3,No,0
Female,9.32,79.07,Yes,2,Low,98,45,1,No,1
Male,7.45,94.91,Yes,2,Medium,65,72,2,Yes,0
Female,6.86,61.7,Yes,2,Medium,92,94,0,Yes,1
Male,9.55,99.12,Yes,5,Medium,96,50,3,Yes,0
Female,9.15,99.73,Yes,4,Medium,94,91,0,Yes,1
Male,9.13,83.91,Yes,1,Low,77,75,1,No,1
Male,7.7,73.26,No,5,Low,48,51,3,No,0
Female,8.89,68.92,No,5,Low,85,67,3,Yes,0
Male,6.27,71.06,No,4,Low,69,48,2,Yes,0
Female,7.96,62.0,Yes,3,High,61,62,3,Yes,1
Male,9.73,79.0,Yes,4,Low,82,79,2,Yes,1
Female,6.75,62.29,No,3,Low,43,45,0,Yes,0
Female,8.92,88.74,No,4,Low,46,89,2,Yes,0
Male,7.61,74.88,No,5,Medium,57,58,1,Yes,0
Female,5.67,67.97,No,2,Medium,89,59,2,No,0
Male,8.78,81.79,No,5,Low,45,57,0,No,0
Female,6.22,98.95,Yes,5,Low,68,66,2,No,0
Female,8.22,87.81,Yes,1,High,44,72,3,No,1
Female,5.87,79.67,Yes,5,High,45,68,2,Yes,0
Female,9.57,91.08,No,5,High,73,48,3,Yes,0
Male,6.75,89.5,Yes,5,Low,73,84,3,No,0
Female,6.47,95.67,No,1,Medium,40,83,3,Yes,0
Female,6.06,68.19,Yes,3,Medium,57,97,2,Yes,0
Male,9.57,94.36,No,1,Low,66,89,3,No,0
Male,8.56,72.04,Yes,2,Medium,49,66,2,No,0
Male,8.69,97.64,Yes,3,Medium,78,92,0,Yes,1
Male,7.65,71.24,No,1,Medium,41,78,3,No,0
Male,7.54,97.07,Yes,2,Medium,58,50,0,Yes,1
Male,5.97,98.55,Yes,2,Medium,66,89,2,Yes,0
Female,7.91,65.82,Yes,4,High,93,93,3,Yes,1
Male,6.56,98.98,No,4,High,61,81,0,Yes,1
Female,9.7,63.43,No,5,Medium,49,98,0,No,1
Male,8.93,68.74,No,3,Medium,98,47,3,No,0
Female,7.28,77.77,No,1,High,96,53,0,Yes,0
Female,6.15,99.74,No,5,High,83,85,2,No,0
Female,8.88,79.54,Yes,3,Medium,66,52,3,No,0
Male,6.02,82.02,Yes,4,Medium,51,46,3,Yes,0
Male,6.31,87.78,Yes,1,High,54,54,3,No,0
Male,6.41,98.73,Yes,2,Medium,89,77,3,Yes,0
Male,7.89,91.33,No,2,High,94,83,2,Yes,1
Female,8.88,68.97,Yes,5,High,40,82,2,Yes,1
Male,6.85,72.12,Yes,5,High,77,95,2,Yes,1
Female,5.86,63.91,Yes,1,Medium,80,57,3,No,0
Female,7.5,85.78,Yes,2,Low,63,75,1,Yes,0
Male,8.72,67.23,No,5,Medium,45,70,2,Yes,0
Male,6.45,70.3,Yes,2,Low,68,43,3,Yes,0
Male,6.45,95.52,No,4,Medium,45,52,3,Yes,0
Female,9.57,73.07,Yes,5,High,77,78,3,Yes,1
Male,9.6,82.67,No,3,Medium,87,69,2,No,0
Female,9.76,75.9,Yes,5,Low,54,94,2,No,1
Male,8.97,62.96,Yes,4,Medium,47,58,1,Yes,1
Female,6.31,74.51,No,1,Low,68,43,2,Yes,0
Male,6.41,76.32,Yes,2,High,41,40,1,Yes,1
Male,6.96,95.83,Yes,1,High,50,79,1,Yes,1
Female,6.87,72.98,Yes,5,High,48,71,2,Yes,0
Male,9.61,75.17,Yes,3,Low,55,51,3,Yes,0
Male,8.89,91.32,No,1,Low,97,51,2,Yes,0
Male,8.61,90.36,Yes,3,High,63,59,1,Yes,1
Male,6.3,91.93,No,5,Low,73,50,3,No,0
Male,9.41,98.15,Yes,3,Medium,82,92,0,Yes,1
Male,9.06,91.82,Yes,3,High,63,92,1,No,1
Male,6.2,76.3,Yes,4,Medium,88,88,3,Yes,0
Female,9.25,92.86,No,1,Medium,77,69,1,No,0
Female,6.67,80.35,Yes,5,Low,77,88,2,No,0
Male,5.85,71.11,No,4,High,64,94,3,No,0
Male,8.32,72.12,Yes,3,Medium,80,83,2,Yes,1
Male,8.31,68.95,No,4,Low,92,70,3,Yes,0
Female,5.91,65.8,No,4,Medium,72,67,0,No,0
Female,6.87,67.38,Yes,3,Low,83,83,1,Yes,1
Male,9.77,62.53,No,5,Medium,82,88,3,No,0
Female,8.42,95.54,Yes,2,Medium,56,68,1,No,1
Male,8.64,97.24,Yes,4,Low,46,80,0,No,1
Male,6.42,83.47,Yes,1,Low,98,61,3,No,0
Male,5.84,93.62,No,3,Low,66,84,3,Yes,0
Male,6.69,67.34,Yes,2,Low,75,88,0,Yes,1
Female,6.57,96.07,Yes,4,Medium,80,68,1,No,0
Female,6.51,80.25,No,3,High,58,40,1,Yes,0
Male,6.33,62.69,Yes,3,Low,54,60,0,No,0
Female,7.97,65.65,Yes,4,Low,45,70,2,No,0
Female,6.91,72.36,No,1,Medium,96,66,1,No,0
Male,9.03,61.74,Yes,3,Medium,75,74,1,Yes,1
Female,6.29,72.37,Yes,3,High,44,47,1,Yes,1
Male,7.5,62.4,No,4,High,92,79,3,No,0
Male,5.56,69.44,Yes,2,Medium,84,97,3,Yes,0
Male,7.57,70.63,Yes,3,Low,44,47,1,Yes,1
Male,5.74,99.77,Yes,3,Low,41,45,0,No,0
Female,9.7,69.42,No,4,Low,82,54,3,Yes,0
Male,8.9,69.57,Yes,3,High,57,60,3,No,1
Female,7.61,87.47,Yes,4,Medium,71,76,0,Yes,1
Male,5.87,94.37,Yes,1,Low,86,45,0,Yes,0
Male,8.05,75.48,Yes,4,High,88,93,3,Yes,1
Female,8.76,95.02,No,2,High,68,68,0,No,1
Male,6.32,73.61,Yes,3,High,88,97,0,Yes,1
Female,7.94,67.88,No,1,Low,59,64,2,No,0
Female,9.0,73.19,Yes,3,Low,58,62,2,Yes,0
Male,8.8,84.37,Yes,3,Low,91,77,2,Yes,1
Male,8.95,74.69,Yes,4,Medium,55,66,2,Yes,0
Male,9.28,86.92,Yes,3,Medium,50,81,0,Yes,1
Male,9.53,69.48,Yes,1,High,99,62,0,No,1
Male,7.24,88.04,No,5,Low,67,58,3,Yes,0
Male,7.95,73.9,No,3,Medium,61,67,2,Yes,0
Female,8.9,78.23,Yes,4,High,66,73,0,Yes,1
Female,8.5,82.31,No,2,Low,56,97,3,No,0
Male,9.78,87.45,No,3,Low,47,46,3,No,0
Female,5.56,69.55,Yes,4,Medium,47,90,0,Yes,1
Female,7.03,93.44,Yes,3,High,62,52,1,No,1
Male,6.71,88.87,No,5,High,71,43,1,Yes,0
Male,6.63,69.36,Yes,5,High,83,50,2,No,0
Female,6.46,99.0,No,1,High,54,89,0,Yes,1
Male,8.55,86.59,No,5,Medium,66,60,1,No,0
Female,5.86,78.1,Yes,4,Low,98,99,0,Yes,1
Male,8.69,66.3,No,5,High,43,60,1,Yes,1
Female,8.48,81.33,Yes,4,High,79,82,2,No,1
Female,6.58,66.59,Yes,3,Medium,71,84,0,No,1
Female,6.59,77.18,Yes,1,Medium,96,81,0,Yes,1
Female,8.2,76.35,Yes,1,Medium,86,65,1,No,1
Male,8.78,88.8,Yes,5,High,76,70,2,No,1
Male,9.27,67.7,Yes,2,Low,93,88,3,Yes,1
Female,9.16,92.87,No,5,High,49,43,1,Yes,1
Female,9.65,73.05,Yes,2,High,95,42,3,Yes,1
Male,8.0,77.76,Yes,5,High,92,78,2,Yes,1
Male,9.41,90.89,Yes,4,Medium,67,87,3,Yes,1
Female,8.98,85.02,Yes,4,High,91,60,2,No,1
Female,9.35,72.32,Yes,2,Low,71,77,2,No,1
Female,5.55,75.45,No,1,Low,71,57,3,Yes,0
Female,9.65,72.23,Yes,2,Medium,95,72,3,Yes,0
Female,7.54,83.79,No,3,Low,90,90,0,Yes,1
Male,8.93,73.3,Yes,1,Medium,54,81,3,No,1
Female,6.05,89.03,No,2,Low,45,74,1,No,0
Male,7.2,83.19,Yes,3,High,48,71,0,No,1
Male,6.67,65.83,Yes,3,Medium,77,97,3,Yes,0
Male,6.75,72.41,No,5,High,69,94,0,No,1
Female,6.03,68.86,Yes,2,Low,80,50,0,Yes,0
Male,8.96,75.61,No,4,Low,79,78,2,Yes,0
Male,5.54,80.64,No,5,Low,55,97,2,Yes,0
Male,6.84,80.27,Yes,1,Low,99,70,2,Yes,0
Male,6.25,90.18,No,4,Low,64,69,2,No,0
Female,8.03,67.57,No,3,Low,49,77,2,Yes,0
Female,6.59,97.86,Yes,1,Medium,69,85,2,Yes,0
Male,6.61,73.71,Yes,5,Low,48,59,0,No,0
Male,7.6,72.01,Yes,3,Medium,79,79,2,Yes,1
Female,8.31,87.41,Yes,3,Low,96,65,1,Yes,1
Female,6.02,92.22,Yes,3,High,85,50,3,Yes,0
Female,6.25,75.14,No,4,Low,94,41,3,Yes,0
Male,6.56,89.87,No,5,Medium,46,78,2,Yes,0
Female,9.69,95.35,No,5,Medium,82,56,0,Yes,0
Male,7.21,90.67,No,4,High,91,63,1,No,0
Male,8.08,61.37,Yes,5,Medium,87,69,0,Yes,1
Female,6.54,93.09,Yes,3,Medium,88,76,0,Yes,1
Male,7.61,90.98,No,3,Medium,94,45,1,Yes,0
Female,5.82,86.77,Yes,3,Medium,79,93,2,Yes,0
Male,5.65,90.4,No,5,Low,51,88,3,No,0
Female,7.52,99.18,Yes,2,Medium,96,62,3,Yes,0
Male,7.21,77.24,Yes,1,High,56,86,3,Yes,1
Male,6.09,62.69,Yes,2,Medium,64,74,0,Yes,0
Female,8.46,78.44,Yes,4,Medium,86,89,0,Yes,1
Female,9.77,61.86,Yes,2,Low,46,86,3,Yes,1
Female,7.2,71.77,Yes,2,High,94,94,1,No,1
Female,8.19,83.48,Yes,4,Low,58,65,2,Yes,0
Male,9.64,72.38,Yes,2,Low,56,64,1,Yes,1
Female,9.08,87.42,Yes,1,Medium,71,75,1,Yes,1
Female,7.49,92.88,Yes,5,Medium,62,94,0,Yes,1
Male,8.67,76.82,No,4,High,84,60,2,Yes,0
Female,6.05,96.01,Yes,2,Low,71,81,3,Yes,0
Female,7.7,63.19,Yes,3,Medium,65,97,0,Yes,1
Male,6.7,93.6,No,3,Low,47,82,2,No,0
Female,6.19,93.14,No,4,High,61,62,3,No,0
Female,7.33,72.88,Yes,3,Medium,85,40,1,No,0
Female,6.06,71.95,Yes,1,Medium,94,98,2,Yes,0
Female,8.51,72.2,Yes,2,Medium,96,49,0,Yes,1
Female,7.46,92.46,Yes,1,Medium,47,64,2,Yes,0
Female,7.78,93.27,No,1,Medium,85,61,2,No,0
Male,6.13,73.19,No,5,Medium,44,86,0,No,0
Female,6.1,83.7,No,2,Medium,51,47,0,Yes,0
Male,8.01,65.56,No,4,Medium,66,80,0,Yes,1
